,,,Area1
2030,sc01,2030-06-02T22:00:00+02:00,13.42632203
2030,sc01,2030-06-02T23:00:00+02:00,12.70600326
2030,sc01,2030-06-03T00:00:00+02:00,13.01333333
2030,sc01,2030-06-03T01:00:00+02:00,12.45989194
2030,sc01,2030-06-03T02:00:00+02:00,11.94768342
2030,sc01,2030-06-03T03:00:00+02:00,11.59142945
2030,sc01,2030-06-03T04:00:00+02:00,11.31442929
2030,sc01,2030-06-03T05:00:00+02:00,11.25354179
2030,sc01,2030-06-03T06:00:00+02:00,11.23317834
2030,sc01,2030-06-03T07:00:00+02:00,11.35444966
2030,sc01,2030-06-03T08:00:00+02:00,11.68667189
2030,sc01,2030-06-03T09:00:00+02:00,12.31265826
2030,sc01,2030-06-03T10:00:00+02:00,12.78233004
2030,sc01,2030-06-03T11:00:00+02:00,13.12905471
2030,sc01,2030-06-03T12:00:00+02:00,13.09274036
2030,sc01,2030-06-03T13:00:00+02:00,13.08513406
2030,sc01,2030-06-03T14:00:00+02:00,13.29439295
2030,sc01,2030-06-03T15:00:00+02:00,13.90295448
2030,sc01,2030-06-03T16:00:00+02:00,14.63032922
2030,sc01,2030-06-03T17:00:00+02:00,15.03151714
2030,sc01,2030-06-03T18:00:00+02:00,14.9704986
2030,sc01,2030-06-03T19:00:00+02:00,14.75430254
2030,sc01,2030-06-03T20:00:00+02:00,14.45729467
2030,sc01,2030-06-03T21:00:00+02:00,14.07337142
2030,sc01,2030-06-03T22:00:00+02:00,13.42632203
2030,sc01,2030-06-03T23:00:00+02:00,12.70600326
2030,sc01,2030-06-04T00:00:00+02:00,13.01333333
2030,sc01,2030-06-04T01:00:00+02:00,12.45989194
2030,sc01,2030-06-04T02:00:00+02:00,11.94768342
2030,sc01,2030-06-04T03:00:00+02:00,11.59142945
2030,sc01,2030-06-04T04:00:00+02:00,11.31442929
2030,sc01,2030-06-04T05:00:00+02:00,11.25354179
2030,sc01,2030-06-04T06:00:00+02:00,11.23317834
2030,sc01,2030-06-04T07:00:00+02:00,11.35444966
2030,sc01,2030-06-04T08:00:00+02:00,11.68667189
2030,sc01,2030-06-04T09:00:00+02:00,12.31265826
2030,sc01,2030-06-04T10:00:00+02:00,12.78233004
2030,sc01,2030-06-04T11:00:00+02:00,13.12905471
2030,sc01,2030-06-04T12:00:00+02:00,13.09274036
2030,sc01,2030-06-04T13:00:00+02:00,13.08513406
2030,sc01,2030-06-04T14:00:00+02:00,13.29439295
2030,sc01,2030-06-04T15:00:00+02:00,13.90295448
2030,sc01,2030-06-04T16:00:00+02:00,14.63032922
2030,sc01,2030-06-04T17:00:00+02:00,15.03151714
2030,sc01,2030-06-04T18:00:00+02:00,14.9704986
2030,sc01,2030-06-04T19:00:00+02:00,14.75430254
2030,sc01,2030-06-04T20:00:00+02:00,14.45729467
2030,sc01,2030-06-04T21:00:00+02:00,14.07337142
2030,sc01,2030-06-04T22:00:00+02:00,13.42632203
2030,sc01,2030-06-04T23:00:00+02:00,12.70600326
2030,sc01,2030-06-05T00:00:00+02:00,13.01333333
2030,sc01,2030-06-05T01:00:00+02:00,12.45989194
2030,sc01,2030-06-05T02:00:00+02:00,11.94768342
2030,sc01,2030-06-05T03:00:00+02:00,11.59142945
2030,sc01,2030-06-05T04:00:00+02:00,11.31442929
2030,sc01,2030-06-05T05:00:00+02:00,11.25354179
2030,sc01,2030-06-05T06:00:00+02:00,11.23317834
2030,sc01,2030-06-05T07:00:00+02:00,11.35444966
2030,sc01,2030-06-05T08:00:00+02:00,11.68667189
2030,sc01,2030-06-05T09:00:00+02:00,12.31265826
2030,sc01,2030-06-05T10:00:00+02:00,12.78233004
2030,sc01,2030-06-05T11:00:00+02:00,13.12905471
2030,sc01,2030-06-05T12:00:00+02:00,13.09274036
2030,sc01,2030-06-05T13:00:00+02:00,13.08513406
2030,sc01,2030-06-05T14:00:00+02:00,13.29439295
2030,sc01,2030-06-05T15:00:00+02:00,13.90295448
2030,sc01,2030-06-05T16:00:00+02:00,14.63032922
2030,sc01,2030-06-05T17:00:00+02:00,15.03151714
2030,sc01,2030-06-05T18:00:00+02:00,14.9704986
2030,sc01,2030-06-05T19:00:00+02:00,14.75430254
2030,sc01,2030-06-05T20:00:00+02:00,14.45729467
2030,sc01,2030-06-05T21:00:00+02:00,14.07337142
2030,sc01,2030-06-05T22:00:00+02:00,13.42632203
2030,sc01,2030-06-05T23:00:00+02:00,12.70600326
2030,sc01,2030-06-06T00:00:00+02:00,13.01333333
2030,sc01,2030-06-06T01:00:00+02:00,12.45989194
2030,sc01,2030-06-06T02:00:00+02:00,11.94768342
2030,sc01,2030-06-06T03:00:00+02:00,11.59142945
2030,sc01,2030-06-06T04:00:00+02:00,11.31442929
2030,sc01,2030-06-06T05:00:00+02:00,11.25354179
2030,sc01,2030-06-06T06:00:00+02:00,11.23317834
2030,sc01,2030-06-06T07:00:00+02:00,11.35444966
2030,sc01,2030-06-06T08:00:00+02:00,11.68667189
2030,sc01,2030-06-06T09:00:00+02:00,12.31265826
2030,sc01,2030-06-06T10:00:00+02:00,12.78233004
2030,sc01,2030-06-06T11:00:00+02:00,13.12905471
2030,sc01,2030-06-06T12:00:00+02:00,13.09274036
2030,sc01,2030-06-06T13:00:00+02:00,13.08513406
2030,sc01,2030-06-06T14:00:00+02:00,13.29439295
2030,sc01,2030-06-06T15:00:00+02:00,13.90295448
2030,sc01,2030-06-06T16:00:00+02:00,14.63032922
2030,sc01,2030-06-06T17:00:00+02:00,15.03151714
2030,sc01,2030-06-06T18:00:00+02:00,14.9704986
2030,sc01,2030-06-06T19:00:00+02:00,14.75430254
2030,sc01,2030-06-06T20:00:00+02:00,14.45729467
2030,sc01,2030-06-06T21:00:00+02:00,14.07337142
2030,sc01,2030-06-06T22:00:00+02:00,13.42632203
2030,sc01,2030-06-06T23:00:00+02:00,12.70600326
2030,sc01,2030-06-07T00:00:00+02:00,13.01333333
2030,sc01,2030-06-07T01:00:00+02:00,12.45989194
2030,sc01,2030-06-07T02:00:00+02:00,11.94768342
2030,sc01,2030-06-07T03:00:00+02:00,11.59142945
2030,sc01,2030-06-07T04:00:00+02:00,11.31442929
2030,sc01,2030-06-07T05:00:00+02:00,11.25354179
2030,sc01,2030-06-07T06:00:00+02:00,11.23317834
2030,sc01,2030-06-07T07:00:00+02:00,11.35444966
2030,sc01,2030-06-07T08:00:00+02:00,11.68667189
2030,sc01,2030-06-07T09:00:00+02:00,12.31265826
2030,sc01,2030-06-07T10:00:00+02:00,12.78233004
2030,sc01,2030-06-07T11:00:00+02:00,13.12905471
2030,sc01,2030-06-07T12:00:00+02:00,13.09274036
2030,sc01,2030-06-07T13:00:00+02:00,13.08513406
2030,sc01,2030-06-07T14:00:00+02:00,13.29439295
2030,sc01,2030-06-07T15:00:00+02:00,13.90295448
2030,sc01,2030-06-07T16:00:00+02:00,14.63032922
2030,sc01,2030-06-07T17:00:00+02:00,15.03151714
2030,sc01,2030-06-07T18:00:00+02:00,14.9704986
2030,sc01,2030-06-07T19:00:00+02:00,14.75430254
2030,sc01,2030-06-07T20:00:00+02:00,14.45729467
2030,sc01,2030-06-07T21:00:00+02:00,14.07337142
2030,sc01,2030-06-07T22:00:00+02:00,13.42632203
2030,sc01,2030-06-07T23:00:00+02:00,12.70600326
2030,sc01,2030-06-08T00:00:00+02:00,13.01333333
2030,sc01,2030-06-08T01:00:00+02:00,12.45989194
2030,sc01,2030-06-08T02:00:00+02:00,11.94768342
2030,sc01,2030-06-08T03:00:00+02:00,11.59142945
2030,sc01,2030-06-08T04:00:00+02:00,11.31442929
2030,sc01,2030-06-08T05:00:00+02:00,11.25354179
2030,sc01,2030-06-08T06:00:00+02:00,11.23317834
2030,sc01,2030-06-08T07:00:00+02:00,11.35444966
2030,sc01,2030-06-08T08:00:00+02:00,11.68667189
2030,sc01,2030-06-08T09:00:00+02:00,12.31265826
2030,sc01,2030-06-08T10:00:00+02:00,12.78233004
2030,sc01,2030-06-08T11:00:00+02:00,13.12905471
2030,sc01,2030-06-08T12:00:00+02:00,13.09274036
2030,sc01,2030-06-08T13:00:00+02:00,13.08513406
2030,sc01,2030-06-08T14:00:00+02:00,13.29439295
2030,sc01,2030-06-08T15:00:00+02:00,13.90295448
2030,sc01,2030-06-08T16:00:00+02:00,14.63032922
2030,sc01,2030-06-08T17:00:00+02:00,15.03151714
2030,sc01,2030-06-08T18:00:00+02:00,14.9704986
2030,sc01,2030-06-08T19:00:00+02:00,14.75430254
2030,sc01,2030-06-08T20:00:00+02:00,14.45729467
2030,sc01,2030-06-08T21:00:00+02:00,14.07337142
2030,sc01,2030-06-08T22:00:00+02:00,13.42632203
2030,sc01,2030-06-08T23:00:00+02:00,12.70600326
2030,sc01,2030-06-09T00:00:00+02:00,13.01333333
2030,sc01,2030-06-09T01:00:00+02:00,12.45989194
2030,sc01,2030-06-09T02:00:00+02:00,11.94768342
2030,sc01,2030-06-09T03:00:00+02:00,11.59142945
2030,sc01,2030-06-09T04:00:00+02:00,11.31442929
2030,sc01,2030-06-09T05:00:00+02:00,11.25354179
2030,sc01,2030-06-09T06:00:00+02:00,11.23317834
2030,sc01,2030-06-09T07:00:00+02:00,11.35444966
2030,sc01,2030-06-09T08:00:00+02:00,11.68667189
2030,sc01,2030-06-09T09:00:00+02:00,12.31265826
2030,sc01,2030-06-09T10:00:00+02:00,12.78233004
2030,sc01,2030-06-09T11:00:00+02:00,13.12905471
2030,sc01,2030-06-09T12:00:00+02:00,13.09274036
2030,sc01,2030-06-09T13:00:00+02:00,13.08513406
2030,sc01,2030-06-09T14:00:00+02:00,13.29439295
2030,sc01,2030-06-09T15:00:00+02:00,13.90295448
2030,sc01,2030-06-09T16:00:00+02:00,14.63032922
2030,sc01,2030-06-09T17:00:00+02:00,15.03151714
2030,sc01,2030-06-09T18:00:00+02:00,14.9704986
2030,sc01,2030-06-09T19:00:00+02:00,14.75430254
2030,sc01,2030-06-09T20:00:00+02:00,14.45729467
2030,sc01,2030-06-09T21:00:00+02:00,14.07337142
2030,sc01,2030-06-09T22:00:00+02:00,13.42632203
2030,sc01,2030-06-09T23:00:00+02:00,12.70600326
2030,sc01,2030-06-10T00:00:00+02:00,13.01333333
2030,sc01,2030-06-10T01:00:00+02:00,12.45989194
2030,sc01,2030-06-10T02:00:00+02:00,11.94768342
2030,sc01,2030-06-10T03:00:00+02:00,11.59142945
2030,sc01,2030-06-10T04:00:00+02:00,11.31442929
2030,sc01,2030-06-10T05:00:00+02:00,11.25354179
2030,sc01,2030-06-10T06:00:00+02:00,11.23317834
2030,sc01,2030-06-10T07:00:00+02:00,11.35444966
2030,sc01,2030-06-10T08:00:00+02:00,11.68667189
2030,sc01,2030-06-10T09:00:00+02:00,12.31265826
2030,sc01,2030-06-10T10:00:00+02:00,12.78233004
2030,sc01,2030-06-10T11:00:00+02:00,13.12905471
2030,sc01,2030-06-10T12:00:00+02:00,13.09274036
2030,sc01,2030-06-10T13:00:00+02:00,13.08513406
2030,sc01,2030-06-10T14:00:00+02:00,13.29439295
2030,sc01,2030-06-10T15:00:00+02:00,13.90295448
2030,sc01,2030-06-10T16:00:00+02:00,14.63032922
2030,sc01,2030-06-10T17:00:00+02:00,15.03151714
2030,sc01,2030-06-10T18:00:00+02:00,14.9704986
2030,sc01,2030-06-10T19:00:00+02:00,14.75430254
2030,sc01,2030-06-10T20:00:00+02:00,14.45729467
2030,sc01,2030-06-10T21:00:00+02:00,14.07337142
2030,sc01,2030-06-10T22:00:00+02:00,13.42632203
2030,sc01,2030-06-10T23:00:00+02:00,12.70600326
2030,sc01,2030-06-11T00:00:00+02:00,13.01333333
2030,sc01,2030-06-11T01:00:00+02:00,12.45989194
2030,sc01,2030-06-11T02:00:00+02:00,11.94768342
2030,sc01,2030-06-11T03:00:00+02:00,11.59142945
2030,sc01,2030-06-11T04:00:00+02:00,11.31442929
2030,sc01,2030-06-11T05:00:00+02:00,11.25354179
2030,sc01,2030-06-11T06:00:00+02:00,11.23317834
2030,sc01,2030-06-11T07:00:00+02:00,11.35444966
2030,sc01,2030-06-11T08:00:00+02:00,11.68667189
2030,sc01,2030-06-11T09:00:00+02:00,12.31265826
2030,sc01,2030-06-11T10:00:00+02:00,12.78233004
2030,sc01,2030-06-11T11:00:00+02:00,13.12905471
2030,sc01,2030-06-11T12:00:00+02:00,13.09274036
2030,sc01,2030-06-11T13:00:00+02:00,13.08513406
2030,sc01,2030-06-11T14:00:00+02:00,13.29439295
2030,sc01,2030-06-11T15:00:00+02:00,13.90295448
2030,sc01,2030-06-11T16:00:00+02:00,14.63032922
2030,sc01,2030-06-11T17:00:00+02:00,15.03151714
2030,sc01,2030-06-11T18:00:00+02:00,14.9704986
2030,sc01,2030-06-11T19:00:00+02:00,14.75430254
2030,sc01,2030-06-11T20:00:00+02:00,14.45729467
2030,sc01,2030-06-11T21:00:00+02:00,14.07337142
2030,sc01,2030-06-11T22:00:00+02:00,13.42632203
2030,sc01,2030-06-11T23:00:00+02:00,12.70600326
2030,sc01,2030-06-12T00:00:00+02:00,13.01333333
2030,sc01,2030-06-12T01:00:00+02:00,12.45989194
2030,sc01,2030-06-12T02:00:00+02:00,11.94768342
2030,sc01,2030-06-12T03:00:00+02:00,11.59142945
2030,sc01,2030-06-12T04:00:00+02:00,11.31442929
2030,sc01,2030-06-12T05:00:00+02:00,11.25354179
2030,sc01,2030-06-12T06:00:00+02:00,11.23317834
2030,sc01,2030-06-12T07:00:00+02:00,11.35444966
2030,sc01,2030-06-12T08:00:00+02:00,11.68667189
2030,sc01,2030-06-12T09:00:00+02:00,12.31265826
2030,sc01,2030-06-12T10:00:00+02:00,12.78233004
2030,sc01,2030-06-12T11:00:00+02:00,13.12905471
2030,sc01,2030-06-12T12:00:00+02:00,13.09274036
2030,sc01,2030-06-12T13:00:00+02:00,13.08513406
2030,sc01,2030-06-12T14:00:00+02:00,13.29439295
2030,sc01,2030-06-12T15:00:00+02:00,13.90295448
2030,sc01,2030-06-12T16:00:00+02:00,14.63032922
2030,sc01,2030-06-12T17:00:00+02:00,15.03151714
2030,sc01,2030-06-12T18:00:00+02:00,14.9704986
2030,sc01,2030-06-12T19:00:00+02:00,14.75430254
2030,sc01,2030-06-12T20:00:00+02:00,14.45729467
2030,sc01,2030-06-12T21:00:00+02:00,14.07337142
2030,sc01,2030-06-12T22:00:00+02:00,13.42632203
2030,sc01,2030-06-12T23:00:00+02:00,12.70600326
2030,sc01,2030-06-13T00:00:00+02:00,13.01333333
2030,sc01,2030-06-13T01:00:00+02:00,12.45989194
2030,sc01,2030-06-13T02:00:00+02:00,11.94768342
2030,sc01,2030-06-13T03:00:00+02:00,11.59142945
2030,sc01,2030-06-13T04:00:00+02:00,11.31442929
2030,sc01,2030-06-13T05:00:00+02:00,11.25354179
2030,sc01,2030-06-13T06:00:00+02:00,11.23317834
2030,sc01,2030-06-13T07:00:00+02:00,11.35444966
2030,sc01,2030-06-13T08:00:00+02:00,11.68667189
2030,sc01,2030-06-13T09:00:00+02:00,12.31265826
2030,sc01,2030-06-13T10:00:00+02:00,12.78233004
2030,sc01,2030-06-13T11:00:00+02:00,13.12905471
2030,sc01,2030-06-13T12:00:00+02:00,13.09274036
2030,sc01,2030-06-13T13:00:00+02:00,13.08513406
2030,sc01,2030-06-13T14:00:00+02:00,13.29439295
2030,sc01,2030-06-13T15:00:00+02:00,13.90295448
2030,sc01,2030-06-13T16:00:00+02:00,14.63032922
2030,sc01,2030-06-13T17:00:00+02:00,15.03151714
2030,sc01,2030-06-13T18:00:00+02:00,14.9704986
2030,sc01,2030-06-13T19:00:00+02:00,14.75430254
2030,sc01,2030-06-13T20:00:00+02:00,14.45729467
2030,sc01,2030-06-13T21:00:00+02:00,14.07337142
2030,sc01,2030-06-13T22:00:00+02:00,13.42632203
2030,sc01,2030-06-13T23:00:00+02:00,12.70600326
2030,sc01,2030-06-14T00:00:00+02:00,13.01333333
2030,sc01,2030-06-14T01:00:00+02:00,12.45989194
2030,sc01,2030-06-14T02:00:00+02:00,11.94768342
2030,sc01,2030-06-14T03:00:00+02:00,11.59142945
2030,sc01,2030-06-14T04:00:00+02:00,11.31442929
2030,sc01,2030-06-14T05:00:00+02:00,11.25354179
2030,sc01,2030-06-14T06:00:00+02:00,11.23317834
2030,sc01,2030-06-14T07:00:00+02:00,11.35444966
2030,sc01,2030-06-14T08:00:00+02:00,11.68667189
2030,sc01,2030-06-14T09:00:00+02:00,12.31265826
2030,sc01,2030-06-14T10:00:00+02:00,12.78233004
2030,sc01,2030-06-14T11:00:00+02:00,13.12905471
2030,sc01,2030-06-14T12:00:00+02:00,13.09274036
2030,sc01,2030-06-14T13:00:00+02:00,13.08513406
2030,sc01,2030-06-14T14:00:00+02:00,13.29439295
2030,sc01,2030-06-14T15:00:00+02:00,13.90295448
2030,sc01,2030-06-14T16:00:00+02:00,14.63032922
2030,sc01,2030-06-14T17:00:00+02:00,15.03151714
2030,sc01,2030-06-14T18:00:00+02:00,14.9704986
2030,sc01,2030-06-14T19:00:00+02:00,14.75430254
2030,sc01,2030-06-14T20:00:00+02:00,14.45729467
2030,sc01,2030-06-14T21:00:00+02:00,14.07337142
2030,sc01,2030-06-14T22:00:00+02:00,13.42632203
2030,sc01,2030-06-14T23:00:00+02:00,12.70600326
2030,sc01,2030-06-15T00:00:00+02:00,13.01333333
2030,sc01,2030-06-15T01:00:00+02:00,12.45989194
2030,sc01,2030-06-15T02:00:00+02:00,11.94768342
2030,sc01,2030-06-15T03:00:00+02:00,11.59142945
2030,sc01,2030-06-15T04:00:00+02:00,11.31442929
2030,sc01,2030-06-15T05:00:00+02:00,11.25354179
2030,sc01,2030-06-15T06:00:00+02:00,11.23317834
2030,sc01,2030-06-15T07:00:00+02:00,11.35444966
2030,sc01,2030-06-15T08:00:00+02:00,11.68667189
2030,sc01,2030-06-15T09:00:00+02:00,12.31265826
2030,sc01,2030-06-15T10:00:00+02:00,12.78233004
2030,sc01,2030-06-15T11:00:00+02:00,13.12905471
2030,sc01,2030-06-15T12:00:00+02:00,13.09274036
2030,sc01,2030-06-15T13:00:00+02:00,13.08513406
2030,sc01,2030-06-15T14:00:00+02:00,13.29439295
2030,sc01,2030-06-15T15:00:00+02:00,13.90295448
2030,sc01,2030-06-15T16:00:00+02:00,14.63032922
2030,sc01,2030-06-15T17:00:00+02:00,15.03151714
2030,sc01,2030-06-15T18:00:00+02:00,14.9704986
2030,sc01,2030-06-15T19:00:00+02:00,14.75430254
2030,sc01,2030-06-15T20:00:00+02:00,14.45729467
2030,sc01,2030-06-15T21:00:00+02:00,14.07337142
2030,sc01,2030-06-15T22:00:00+02:00,13.42632203
2030,sc01,2030-06-15T23:00:00+02:00,12.70600326
2030,sc01,2030-06-16T00:00:00+02:00,13.01333333
2030,sc01,2030-06-16T01:00:00+02:00,12.45989194
2030,sc01,2030-06-16T02:00:00+02:00,11.94768342
2030,sc01,2030-06-16T03:00:00+02:00,11.59142945
2030,sc01,2030-06-16T04:00:00+02:00,11.31442929
2030,sc01,2030-06-16T05:00:00+02:00,11.25354179
2030,sc01,2030-06-16T06:00:00+02:00,11.23317834
2030,sc01,2030-06-16T07:00:00+02:00,11.35444966
2030,sc01,2030-06-16T08:00:00+02:00,11.68667189
2030,sc01,2030-06-16T09:00:00+02:00,12.31265826
2030,sc01,2030-06-16T10:00:00+02:00,12.78233004
2030,sc01,2030-06-16T11:00:00+02:00,13.12905471
2030,sc01,2030-06-16T12:00:00+02:00,13.09274036
2030,sc01,2030-06-16T13:00:00+02:00,13.08513406
2030,sc01,2030-06-16T14:00:00+02:00,13.29439295
2030,sc01,2030-06-16T15:00:00+02:00,13.90295448
2030,sc01,2030-06-16T16:00:00+02:00,14.63032922
2030,sc01,2030-06-16T17:00:00+02:00,15.03151714
2030,sc01,2030-06-16T18:00:00+02:00,14.9704986
2030,sc01,2030-06-16T19:00:00+02:00,14.75430254
2030,sc01,2030-06-16T20:00:00+02:00,14.45729467
2030,sc01,2030-06-16T21:00:00+02:00,14.07337142
2030,sc01,2030-06-16T22:00:00+02:00,13.42632203
2030,sc01,2030-06-16T23:00:00+02:00,12.70600326
2030,sc01,2030-06-17T00:00:00+02:00,13.01333333
2030,sc01,2030-06-17T01:00:00+02:00,12.45989194
2030,sc01,2030-06-17T02:00:00+02:00,11.94768342
2030,sc01,2030-06-17T03:00:00+02:00,11.59142945
2030,sc01,2030-06-17T04:00:00+02:00,11.31442929
2030,sc01,2030-06-17T05:00:00+02:00,11.25354179
2030,sc01,2030-06-17T06:00:00+02:00,11.23317834
2030,sc01,2030-06-17T07:00:00+02:00,11.35444966
2030,sc01,2030-06-17T08:00:00+02:00,11.68667189
2030,sc01,2030-06-17T09:00:00+02:00,12.31265826
2030,sc01,2030-06-17T10:00:00+02:00,12.78233004
2030,sc01,2030-06-17T11:00:00+02:00,13.12905471
2030,sc01,2030-06-17T12:00:00+02:00,13.09274036
2030,sc01,2030-06-17T13:00:00+02:00,13.08513406
2030,sc01,2030-06-17T14:00:00+02:00,13.29439295
2030,sc01,2030-06-17T15:00:00+02:00,13.90295448
2030,sc01,2030-06-17T16:00:00+02:00,14.63032922
2030,sc01,2030-06-17T17:00:00+02:00,15.03151714
2030,sc01,2030-06-17T18:00:00+02:00,14.9704986
2030,sc01,2030-06-17T19:00:00+02:00,14.75430254
2030,sc01,2030-06-17T20:00:00+02:00,14.45729467
2030,sc01,2030-06-17T21:00:00+02:00,14.07337142
2030,sc01,2030-06-17T22:00:00+02:00,13.42632203
2030,sc01,2030-06-17T23:00:00+02:00,12.70600326
2030,sc01,2030-06-18T00:00:00+02:00,13.01333333
2030,sc01,2030-06-18T01:00:00+02:00,12.45989194
2030,sc01,2030-06-18T02:00:00+02:00,11.94768342
2030,sc01,2030-06-18T03:00:00+02:00,11.59142945
2030,sc01,2030-06-18T04:00:00+02:00,11.31442929
2030,sc01,2030-06-18T05:00:00+02:00,11.25354179
2030,sc01,2030-06-18T06:00:00+02:00,11.23317834
2030,sc01,2030-06-18T07:00:00+02:00,11.35444966
2030,sc01,2030-06-18T08:00:00+02:00,11.68667189
2030,sc01,2030-06-18T09:00:00+02:00,12.31265826
2030,sc01,2030-06-18T10:00:00+02:00,12.78233004
2030,sc01,2030-06-18T11:00:00+02:00,13.12905471
2030,sc01,2030-06-18T12:00:00+02:00,13.09274036
2030,sc01,2030-06-18T13:00:00+02:00,13.08513406
2030,sc01,2030-06-18T14:00:00+02:00,13.29439295
2030,sc01,2030-06-18T15:00:00+02:00,13.90295448
2030,sc01,2030-06-18T16:00:00+02:00,14.63032922
2030,sc01,2030-06-18T17:00:00+02:00,15.03151714
2030,sc01,2030-06-18T18:00:00+02:00,14.9704986
2030,sc01,2030-06-18T19:00:00+02:00,14.75430254
2030,sc01,2030-06-18T20:00:00+02:00,14.45729467
2030,sc01,2030-06-18T21:00:00+02:00,14.07337142
2030,sc01,2030-06-18T22:00:00+02:00,13.42632203
2030,sc01,2030-06-18T23:00:00+02:00,12.70600326
2030,sc01,2030-06-19T00:00:00+02:00,13.01333333
2030,sc01,2030-06-19T01:00:00+02:00,12.45989194
2030,sc01,2030-06-19T02:00:00+02:00,11.94768342
2030,sc01,2030-06-19T03:00:00+02:00,11.59142945
2030,sc01,2030-06-19T04:00:00+02:00,11.31442929
2030,sc01,2030-06-19T05:00:00+02:00,11.25354179
2030,sc01,2030-06-19T06:00:00+02:00,11.23317834
2030,sc01,2030-06-19T07:00:00+02:00,11.35444966
2030,sc01,2030-06-19T08:00:00+02:00,11.68667189
2030,sc01,2030-06-19T09:00:00+02:00,12.31265826
2030,sc01,2030-06-19T10:00:00+02:00,12.78233004
2030,sc01,2030-06-19T11:00:00+02:00,13.12905471
2030,sc01,2030-06-19T12:00:00+02:00,13.09274036
2030,sc01,2030-06-19T13:00:00+02:00,13.08513406
2030,sc01,2030-06-19T14:00:00+02:00,13.29439295
2030,sc01,2030-06-19T15:00:00+02:00,13.90295448
2030,sc01,2030-06-19T16:00:00+02:00,14.63032922
2030,sc01,2030-06-19T17:00:00+02:00,15.03151714
2030,sc01,2030-06-19T18:00:00+02:00,14.9704986
2030,sc01,2030-06-19T19:00:00+02:00,14.75430254
2030,sc01,2030-06-19T20:00:00+02:00,14.45729467
2030,sc01,2030-06-19T21:00:00+02:00,14.07337142
2030,sc01,2030-06-19T22:00:00+02:00,13.42632203
2030,sc01,2030-06-19T23:00:00+02:00,12.70600326
2030,sc01,2030-06-20T00:00:00+02:00,13.01333333
2030,sc01,2030-06-20T01:00:00+02:00,12.45989194
2030,sc01,2030-06-20T02:00:00+02:00,11.94768342
2030,sc01,2030-06-20T03:00:00+02:00,11.59142945
2030,sc01,2030-06-20T04:00:00+02:00,11.31442929
2030,sc01,2030-06-20T05:00:00+02:00,11.25354179
2030,sc01,2030-06-20T06:00:00+02:00,11.23317834
2030,sc01,2030-06-20T07:00:00+02:00,11.35444966
2030,sc01,2030-06-20T08:00:00+02:00,11.68667189
2030,sc01,2030-06-20T09:00:00+02:00,12.31265826
2030,sc01,2030-06-20T10:00:00+02:00,12.78233004
2030,sc01,2030-06-20T11:00:00+02:00,13.12905471
2030,sc01,2030-06-20T12:00:00+02:00,13.09274036
2030,sc01,2030-06-20T13:00:00+02:00,13.08513406
2030,sc01,2030-06-20T14:00:00+02:00,13.29439295
2030,sc01,2030-06-20T15:00:00+02:00,13.90295448
2030,sc01,2030-06-20T16:00:00+02:00,14.63032922
2030,sc01,2030-06-20T17:00:00+02:00,15.03151714
2030,sc01,2030-06-20T18:00:00+02:00,14.9704986
2030,sc01,2030-06-20T19:00:00+02:00,14.75430254
2030,sc01,2030-06-20T20:00:00+02:00,14.45729467
2030,sc01,2030-06-20T21:00:00+02:00,14.07337142
2030,sc01,2030-06-20T22:00:00+02:00,13.42632203
2030,sc01,2030-06-20T23:00:00+02:00,12.70600326
2030,sc01,2030-06-21T00:00:00+02:00,13.01333333
2030,sc01,2030-06-21T01:00:00+02:00,12.45989194
2030,sc01,2030-06-21T02:00:00+02:00,11.94768342
2030,sc01,2030-06-21T03:00:00+02:00,11.59142945
2030,sc01,2030-06-21T04:00:00+02:00,11.31442929
2030,sc01,2030-06-21T05:00:00+02:00,11.25354179
2030,sc01,2030-06-21T06:00:00+02:00,11.23317834
2030,sc01,2030-06-21T07:00:00+02:00,11.35444966
2030,sc01,2030-06-21T08:00:00+02:00,11.68667189
2030,sc01,2030-06-21T09:00:00+02:00,12.31265826
2030,sc01,2030-06-21T10:00:00+02:00,12.78233004
2030,sc01,2030-06-21T11:00:00+02:00,13.12905471
2030,sc01,2030-06-21T12:00:00+02:00,13.09274036
2030,sc01,2030-06-21T13:00:00+02:00,13.08513406
2030,sc01,2030-06-21T14:00:00+02:00,13.29439295
2030,sc01,2030-06-21T15:00:00+02:00,13.90295448
2030,sc01,2030-06-21T16:00:00+02:00,14.63032922
2030,sc01,2030-06-21T17:00:00+02:00,15.03151714
2030,sc01,2030-06-21T18:00:00+02:00,14.9704986
2030,sc01,2030-06-21T19:00:00+02:00,14.75430254
2030,sc01,2030-06-21T20:00:00+02:00,14.45729467
2030,sc01,2030-06-21T21:00:00+02:00,14.07337142
2030,sc01,2030-06-21T22:00:00+02:00,13.42632203
2030,sc01,2030-06-21T23:00:00+02:00,12.70600326
2030,sc01,2030-06-22T00:00:00+02:00,13.01333333
2030,sc01,2030-06-22T01:00:00+02:00,12.45989194
2030,sc01,2030-06-22T02:00:00+02:00,11.94768342
2030,sc01,2030-06-22T03:00:00+02:00,11.59142945
2030,sc01,2030-06-22T04:00:00+02:00,11.31442929
2030,sc01,2030-06-22T05:00:00+02:00,11.25354179
2030,sc01,2030-06-22T06:00:00+02:00,11.23317834
2030,sc01,2030-06-22T07:00:00+02:00,11.35444966
